longitude,latitude,time,ssr
-13.15999984741211,35.810001373291016,2021-07-01 13:00:00,2991518.2
-13.15999984741211,35.560001373291016,2021-07-01 13:00:00,3004149.8
-13.15999984741211,35.310001373291016,2021-07-01 13:00:00,3018048.8
-13.15999984741211,35.060001373291016,2021-07-01 13:00:00,3032285.8
-13.15999984741211,34.810001373291016,2021-07-01 13:00:00,3042593.8
-13.15999984741211,34.560001373291016,2021-07-01 13:00:00,3053894.5
-13.15999984741211,34.310001373291016,2021-07-01 13:00:00,3061498.8
-13.15999984741211,34.060001373291016,2021-07-01 13:00:00,3061097.5
-13.15999984741211,33.810001373291016,2021-07-01 13:00:00,3053028.5
-13.15999984741211,33.560001373291016,2021-07-01 13:00:00,3039911.0
-13.15999984741211,33.310001373291016,2021-07-01 13:00:00,3034567.0
-13.15999984741211,33.060001373291016,2021-07-01 13:00:00,3050113.5
-13.15999984741211,32.810001373291016,2021-07-01 13:00:00,3070370.5
-13.15999984741211,32.560001373291016,2021-07-01 13:00:00,3078397.2
-13.15999984741211,32.310001373291016,2021-07-01 13:00:00,3079770.2
-13.15999984741211,32.060001373291016,2021-07-01 13:00:00,3069208.8
-13.15999984741211,31.809999465942383,2021-07-01 13:00:00,3075144.2
-13.15999984741211,31.559999465942383,2021-07-01 13:00:00,3088705.2
-13.15999984741211,31.309999465942383,2021-07-01 13:00:00,3104061.8
-13.15999984741211,31.059999465942383,2021-07-01 13:00:00,3133148.2
-13.15999984741211,30.809999465942383,2021-07-01 13:00:00,3163481.0
-13.15999984741211,30.559999465942383,2021-07-01 13:00:00,3191426.5
-13.15999984741211,30.309999465942383,2021-07-01 13:00:00,3196200.5
-13.15999984741211,30.059999465942383,2021-07-01 13:00:00,3190856.2
-13.15999984741211,29.809999465942383,2021-07-01 13:00:00,3181984.5
-13.15999984741211,29.559999465942383,2021-07-01 13:00:00,3173429.8
-13.15999984741211,29.309999465942383,2021-07-01 13:00:00,3160249.0
-13.15999984741211,29.059999465942383,2021-07-01 13:00:00,3131944.2
-13.15999984741211,28.809999465942383,2021-07-01 13:00:00,3089318.0
-13.15999984741211,28.559999465942383,2021-07-01 13:00:00,3048761.8
-13.15999984741211,28.309999465942383,2021-07-01 13:00:00,3039066.2
-13.15999984741211,28.059999465942383,2021-07-01 13:00:00,3043713.2
-13.15999984741211,27.809999465942383,2021-07-01 13:00:00,2931909.0
-13.15999984741211,27.559999465942383,2021-07-01 13:00:00,2796447.0
-12.90999984741211,35.810001373291016,2021-07-01 13:00:00,3020055.5
-12.90999984741211,35.560001373291016,2021-07-01 13:00:00,3032644.8
-12.90999984741211,35.310001373291016,2021-07-01 13:00:00,3044727.2
-12.90999984741211,35.060001373291016,2021-07-01 13:00:00,3053345.2
-12.90999984741211,34.810001373291016,2021-07-01 13:00:00,3061858.0
-12.90999984741211,34.560001373291016,2021-07-01 13:00:00,3067645.8
-12.90999984741211,34.310001373291016,2021-07-01 13:00:00,3075017.5
-12.90999984741211,34.060001373291016,2021-07-01 13:00:00,3074405.0
-12.90999984741211,33.810001373291016,2021-07-01 13:00:00,3064794.0
-12.90999984741211,33.560001373291016,2021-07-01 13:00:00,3054021.2
-12.90999984741211,33.310001373291016,2021-07-01 13:00:00,3045889.0
-12.90999984741211,33.060001373291016,2021-07-01 13:00:00,3053577.8
-12.90999984741211,32.810001373291016,2021-07-01 13:00:00,3072039.2
-12.90999984741211,32.560001373291016,2021-07-01 13:00:00,3087776.0
-12.90999984741211,32.310001373291016,2021-07-01 13:00:00,3094281.8
-12.90999984741211,32.060001373291016,2021-07-01 13:00:00,3110229.8
-12.90999984741211,31.809999465942383,2021-07-01 13:00:00,3117284.8
-12.90999984741211,31.559999465942383,2021-07-01 13:00:00,3123136.0
-12.90999984741211,31.309999465942383,2021-07-01 13:00:00,3137436.2
-12.90999984741211,31.059999465942383,2021-07-01 13:00:00,3156003.2
-12.90999984741211,30.809999465942383,2021-07-01 13:00:00,3184054.8
-12.90999984741211,30.559999465942383,2021-07-01 13:00:00,3204100.5
-12.90999984741211,30.309999465942383,2021-07-01 13:00:00,3206698.5
-12.90999984741211,30.059999465942383,2021-07-01 13:00:00,3197277.8
-12.90999984741211,29.809999465942383,2021-07-01 13:00:00,3188575.0
-12.90999984741211,29.559999465942383,2021-07-01 13:00:00,3181794.5
-12.90999984741211,29.309999465942383,2021-07-01 13:00:00,3173282.0
-12.90999984741211,29.059999465942383,2021-07-01 13:00:00,3150110.0
-12.90999984741211,28.809999465942383,2021-07-01 13:00:00,3108708.8
-12.90999984741211,28.559999465942383,2021-07-01 13:00:00,3071384.5
-12.90999984741211,28.309999465942383,2021-07-01 13:00:00,3062745.0
-12.90999984741211,28.059999465942383,2021-07-01 13:00:00,2901851.0
-12.90999984741211,27.809999465942383,2021-07-01 13:00:00,2658999.2
-12.90999984741211,27.559999465942383,2021-07-01 13:00:00,2483298.0
-12.65999984741211,35.810001373291016,2021-07-01 13:00:00,3044389.2
-12.65999984741211,35.560001373291016,2021-07-01 13:00:00,3056598.2
-12.65999984741211,35.310001373291016,2021-07-01 13:00:00,3066441.5
-12.65999984741211,35.060001373291016,2021-07-01 13:00:00,3073665.8
-12.65999984741211,34.810001373291016,2021-07-01 13:00:00,3077468.0
-12.65999984741211,34.560001373291016,2021-07-01 13:00:00,3079495.8
-12.65999984741211,34.310001373291016,2021-07-01 13:00:00,3078207.2
-12.65999984741211,34.060001373291016,2021-07-01 13:00:00,3077573.5
-12.65999984741211,33.810001373291016,2021-07-01 13:00:00,3073602.2
