longitude,latitude,ssr
-13.15999984741211,35.810001373291016,25007182.700000003
-13.15999984741211,35.560001373291016,25102338.7
-13.15999984741211,35.310001373291016,25206593.000000004
-13.15999984741211,35.060001373291016,25322749.5
-13.15999984741211,34.810001373291016,25472820.399999995
-13.15999984741211,34.560001373291016,25671220.200000003
-13.15999984741211,34.310001373291016,25881195.6
-13.15999984741211,34.060001373291016,26040756.4
-13.15999984741211,33.810001373291016,26115563.599999998
-13.15999984741211,33.560001373291016,26143379.9
-13.15999984741211,33.310001373291016,26190404.0
-13.15999984741211,33.060001373291016,26323680.900000002
-13.15999984741211,32.810001373291016,26493350.3
-13.15999984741211,32.560001373291016,26629105.7
-13.15999984741211,32.310001373291016,26742491.1
-13.15999984741211,32.060001373291016,26833863.7
-13.15999984741211,31.809999465942386,26963097.099999998
-13.15999984741211,31.559999465942386,27107168.599999998
-13.15999984741211,31.309999465942386,27309546.0
-13.15999984741211,31.059999465942386,27569741.000000004
-13.15999984741211,30.809999465942386,27870372.4
-13.15999984741211,30.559999465942386,28145209.700000003
-13.15999984741211,30.309999465942386,28281878.8
-13.15999984741211,30.059999465942386,28357500.799999997
-13.15999984741211,29.809999465942386,28438145.099999998
-13.15999984741211,29.559999465942386,28555737.6
-13.15999984741211,29.309999465942386,28680405.200000003
-13.15999984741211,29.059999465942386,28792648.599999998
-13.15999984741211,28.809999465942386,28863314.599999998
-13.15999984741211,28.559999465942386,28933817.199999996
-13.15999984741211,28.309999465942386,29085486.4
-13.15999984741211,28.059999465942386,29192153.499999996
-13.15999984741211,27.809999465942386,28072620.400000002
-13.15999984741211,27.559999465942386,26798319.0
-12.90999984741211,35.810001373291016,25150992.500000004
-12.90999984741211,35.560001373291016,25245105.0
-12.90999984741211,35.310001373291016,25355457.5
-12.90999984741211,35.060001373291016,25494832.6
-12.90999984741211,34.810001373291016,25649599.500000004
-12.90999984741211,34.560001373291016,25828921.700000003
-12.90999984741211,34.310001373291016,26033288.800000004
-12.90999984741211,34.060001373291016,26165424.6
-12.90999984741211,33.810001373291016,26224383.1
-12.90999984741211,33.560001373291016,26245416.6
-12.90999984741211,33.310001373291016,26286766.599999998
-12.90999984741211,33.060001373291016,26415966.900000002
-12.90999984741211,32.810001373291016,26589615.099999998
-12.90999984741211,32.560001373291016,26750121.5
-12.90999984741211,32.310001373291016,26872963.200000003
-12.90999984741211,32.060001373291016,27015665.099999998
-12.90999984741211,31.809999465942386,27151126.7
-12.90999984741211,31.559999465942386,27331981.800000004
-12.90999984741211,31.309999465942386,27538337.900000002
-12.90999984741211,31.059999465942386,27808381.3
-12.90999984741211,30.809999465942386,28107936.700000003
-12.90999984741211,30.559999465942386,28372925.8
-12.90999984741211,30.309999465942386,28506561.400000002
-12.90999984741211,30.059999465942386,28570347.1
-12.90999984741211,29.809999465942386,28632468.3
-12.90999984741211,29.559999465942386,28716667.2
-12.90999984741211,29.309999465942386,28817693.0
-12.90999984741211,29.059999465942386,28906816.3
-12.90999984741211,28.809999465942386,29003831.0
-12.90999984741211,28.559999465942386,29108672.0
-12.90999984741211,28.309999465942386,29233242.8
-12.90999984741211,28.059999465942386,27773586.5
-12.90999984741211,27.809999465942386,25398046.3
-12.90999984741211,27.559999465942386,23659215.900000002
-12.65999984741211,35.810001373291016,25330901.9
-12.65999984741211,35.560001373291016,25430949.5
-12.65999984741211,35.310001373291016,25567519.9
-12.65999984741211,35.060001373291016,25716971.9
-12.65999984741211,34.810001373291016,25878586.9
-12.65999984741211,34.560001373291016,26033517.0
-12.65999984741211,34.310001373291016,26160695.599999998
-12.65999984741211,34.060001373291016,26271928.499999996
-12.65999984741211,33.810001373291016,26317386.4
-12.65999984741211,33.560001373291016,26346540.499999996
-12.65999984741211,33.310001373291016,26412934.200000003
-12.65999984741211,33.060001373291016,26543145.9
-12.65999984741211,32.810001373291016,26721229.200000003
-12.65999984741211,32.560001373291016,26888486.1
-12.65999984741211,32.310001373291016,27041101.1
-12.65999984741211,32.060001373291016,27190976.1
-12.65999984741211,31.809999465942386,27373689.8
-12.65999984741211,31.559999465942386,27561947.7
-12.65999984741211,31.309999465942386,27807827.0
-12.65999984741211,31.059999465942386,28081457.4
-12.65999984741211,30.809999465942386,28382838.799999997
-12.65999984741211,30.559999465942386,28644632.1
-12.65999984741211,30.309999465942386,28775365.0
-12.65999984741211,30.059999465942386,28834617.8
-12.65999984741211,29.809999465942386,28883696.3
-12.65999984741211,29.559999465942386,28944024.0
-12.65999984741211,29.309999465942386,29012146.5
-12.65999984741211,29.059999465942386,29089595.6
-12.65999984741211,28.809999465942386,29165185.099999998
-12.65999984741211,28.559999465942386,29271754.799999997
-12.65999984741211,28.309999465942386,29366454.099999998
-12.65999984741211,28.059999465942386,27228738.5
-12.65999984741211,27.809999465942386,24170214.4
-12.65999984741211,27.559999465942386,22372686.1
-12.40999984741211,35.810001373291016,25519420.2
-12.40999984741211,35.560001373291016,25657621.5
-12.40999984741211,35.310001373291016,25804562.3
-12.40999984741211,35.060001373291016,25981438.8
-12.40999984741211,34.810001373291016,26139564.599999998
-12.40999984741211,34.560001373291016,26235927.2
-12.40999984741211,34.310001373291016,26304962.2
-12.40999984741211,34.060001373291016,26343899.0
-12.40999984741211,33.810001373291016,26398227.3
-12.40999984741211,33.560001373291016,26468501.9
-12.40999984741211,33.310001373291016,26559320.599999998
-12.40999984741211,33.060001373291016,26716305.0
-12.40999984741211,32.810001373291016,26893475.499999996
-12.40999984741211,32.560001373291016,27060666.7
-12.40999984741211,32.310001373291016,27217129.900000002
-12.40999984741211,32.060001373291016,27392081.599999998
-12.40999984741211,31.809999465942386,27587872.4
-12.40999984741211,31.559999465942386,27837860.9
-12.40999984741211,31.309999465942386,28097957.999999996
-12.40999984741211,31.059999465942386,28403415.8
-12.40999984741211,30.809999465942386,28706297.6
-12.40999984741211,30.559999465942386,28967340.099999998
-12.40999984741211,30.309999465942386,29100226.2
-12.40999984741211,30.059999465942386,29163065.599999998
-12.40999984741211,29.809999465942386,29207611.6
-12.40999984741211,29.559999465942386,29250396.000000004
-12.40999984741211,29.309999465942386,29298853.6
-12.40999984741211,29.059999465942386,29324452.5
-12.40999984741211,28.809999465942386,29362573.8
-12.40999984741211,28.559999465942386,29381813.9
-12.40999984741211,28.309999465942386,29478273.6
-12.40999984741211,28.059999465942386,26440587.400000002
-12.40999984741211,27.809999465942386,23371530.099999998
-12.40999984741211,27.559999465942386,22331826.000000004
-12.15999984741211,35.810001373291016,25734809.6
-12.15999984741211,35.560001373291016,25881750.2
-12.15999984741211,35.310001373291016,26067202.699999996
-12.15999984741211,35.060001373291016,26250928.1
-12.15999984741211,34.810001373291016,26400934.1
-12.15999984741211,34.560001373291016,26452979.3
-12.15999984741211,34.310001373291016,26432141.5
-12.15999984741211,34.060001373291016,26455816.799999997
-12.15999984741211,33.810001373291016,26511318.7
-12.15999984741211,33.560001373291016,26596561.099999998
-12.15999984741211,33.310001373291016,26738708.599999998
-12.15999984741211,33.060001373291016,26895496.9
-12.15999984741211,32.810001373291016,27064514.599999998
-12.15999984741211,32.560001373291016,27233891.0
-12.15999984741211,32.310001373291016,27412463.4
-12.15999984741211,32.060001373291016,27600003.4
-12.15999984741211,31.809999465942386,27851817.599999998
-12.15999984741211,31.559999465942386,28129426.5
-12.15999984741211,31.309999465942386,28444407.0
-12.15999984741211,31.059999465942386,28760919.1
-12.15999984741211,30.809999465942386,29070290.3
-12.15999984741211,30.559999465942386,29329604.799999997
-12.15999984741211,30.309999465942386,29465654.000000004
